UDI,Product ID,Air_Temperature_K,Process_Temperature_K,Rotation_Speed_RPM,Torque_Nm,Tool_Wear_min,Failure,TWF,HDF,PWF,OSF,RNF,Temp_Diff,Tool_Wear_rate,Machine_Type_H,Machine_Type_L,Machine_Type_M
3676,M18535,302.1,311.5,1866,23.1,159,0,0,0,0,0,0,9.399999999999977,0.08520895755146969,False,False,True
3677,M18536,302.2,311.5,1562,38.0,162,0,0,0,0,0,0,9.300000000000011,0.10371312182258527,False,False,True
3678,M18537,302.3,311.7,1368,53.6,165,0,0,0,0,0,0,9.399999999999977,0.12061394691962944,False,False,True
3679,L50858,302.2,311.5,1567,33.1,168,0,0,0,0,0,0,9.300000000000011,0.10721116323473948,False,True,False
3680,L50859,302.2,311.5,1725,34.0,170,0,0,0,0,0,0,9.300000000000011,0.09855066750685942,False,True,False
3681,L50860,302.2,311.5,1744,31.2,172,0,0,0,0,0,0,9.300000000000011,0.09862379666066705,False,True,False
3682,M18541,302.1,311.3,1453,45.1,174,0,0,0,0,0,0,9.199999999999989,0.11975215433437417,False,False,True
3683,L50862,302.1,311.2,1550,34.8,177,0,0,0,0,0,0,9.099999999999966,0.11419347471388729,False,True,False
3684,M18543,302.0,311.2,1558,39.1,179,0,0,0,0,0,0,9.199999999999989,0.1148908120084647,False,False,True
3685,L50864,302.0,311.2,1270,65.3,182,1,0,0,0,1,0,9.199999999999989,0.1433069737740364,False,True,False
3686,M18545,301.9,311.1,1380,51.6,184,0,0,0,0,0,0,9.200000000000045,0.13333323671504585,False,False,True
3687,L50866,302.0,311.1,1406,50.5,187,0,0,0,0,0,0,9.100000000000023,0.13300132787956764,False,True,False
3688,M18547,302.0,311.2,1625,30.7,189,0,0,0,0,0,0,9.199999999999989,0.11630762073377186,False,False,True
3689,L50868,302.0,311.2,1420,45.8,192,0,0,0,0,0,0,9.199999999999989,0.13521117238649832,False,True,False
3690,L50869,302.1,311.4,1889,22.7,194,0,0,0,0,0,0,9.299999999999955,0.1026997868185353,False,True,False
3691,L50870,302.1,311.3,1477,43.6,196,0,0,0,0,0,0,9.199999999999989,0.13270133195576714,False,True,False
3692,L50871,302.1,311.2,1460,46.9,198,0,0,0,0,0,0,9.099999999999966,0.13561634546825654,False,True,False
3693,L50872,302.1,311.3,1758,24.4,200,0,0,0,0,0,0,9.199999999999989,0.11376557806281111,False,True,False
3694,L50873,302.1,311.3,1521,31.5,202,0,0,0,0,0,0,9.199999999999989,0.13280727626083086,False,True,False
3695,M18554,302.1,311.3,1511,45.0,204,0,0,0,0,0,0,9.199999999999989,0.13500983784921386,False,False,True
3696,L50875,302.2,311.3,1530,37.3,207,1,1,0,0,0,0,9.100000000000023,0.13529402921958875,False,True,False
3697,L50876,302.1,311.2,1454,46.8,0,0,0,0,0,0,0,9.099999999999966,0.0,False,True,False
3698,L50877,302.2,311.2,1928,23.1,2,0,0,0,0,0,0,9.0,0.0010373438602988277,False,True,False
3699,H33112,302.2,311.3,1758,26.4,4,0,0,0,0,0,0,9.100000000000023,0.0022753115612562224,True,False,False
3700,L50879,302.2,311.2,1649,33.2,9,0,0,0,0,0,0,9.0,0.005457849934596765,False,True,False
3701,L50880,302.1,311.2,1447,50.3,11,0,0,0,0,0,0,9.099999999999966,0.007601929784430004,False,True,False
3702,L50881,302.1,311.2,1417,48.0,13,0,0,0,0,0,0,9.099999999999966,0.009174305452148587,False,True,False
3703,L50882,302.0,311.2,1434,44.9,15,0,0,0,0,0,0,9.199999999999989,0.010460243751573395,False,True,False
3704,M18563,302.0,311.2,1418,49.5,17,0,0,0,0,0,0,9.199999999999989,0.011988708047455538,False,False,True
3705,M18564,302.0,311.2,1400,49.5,20,0,0,0,0,0,0,9.199999999999989,0.014285704081639941,False,False,True
3706,M18565,302.0,311.3,1725,27.7,23,0,0,0,0,0,0,9.300000000000011,0.013333325603869215,False,False,True
3707,L50886,302.0,311.3,1567,41.1,26,0,0,0,0,0,0,9.300000000000011,0.016592203833947775,False,True,False
3708,M18567,302.1,311.3,1497,38.4,28,0,0,0,0,0,0,9.199999999999989,0.018704062321935656,False,False,True
3709,L50888,302.1,311.4,1549,44.6,31,0,0,0,0,0,0,9.299999999999955,0.020012898635959564,False,True,False
3710,L50889,302.2,311.4,1754,26.9,33,0,0,0,0,0,0,9.199999999999989,0.018814128384191345,False,True,False
3711,L50890,302.2,311.5,1489,38.3,35,0,0,0,0,0,0,9.300000000000011,0.02350569274298674,False,True,False
3712,L50891,302.2,311.5,1543,38.5,37,0,0,0,0,0,0,9.300000000000011,0.02397924563885571,False,True,False
3713,L50892,302.3,311.5,1543,33.1,39,0,0,0,0,0,0,9.199999999999989,0.025275421078793856,False,True,False
3714,L50893,302.3,311.5,1565,35.6,41,0,0,0,0,0,0,9.199999999999989,0.026198066327114168,False,True,False
3715,M18574,302.3,311.4,1855,23.9,43,0,0,0,0,0,0,9.099999999999966,0.02318058049564394,False,False,True
3716,M18575,302.4,311.4,1475,45.2,46,0,0,0,0,0,0,9.0,0.031186419534630826,False,False,True
3717,L50896,302.3,311.4,1609,32.3,49,0,0,0,0,0,0,9.099999999999966,0.030453679021952132,False,True,False
3718,H33131,302.3,311.4,1443,44.1,51,0,0,0,0,0,0,9.099999999999966,0.035343010850304335,True,False,False
3719,L50898,302.4,311.4,1450,44.1,56,0,0,0,0,0,0,9.0,0.0386206630202324,False,True,False
3720,L50899,302.4,311.5,1590,39.9,58,0,0,0,0,0,0,9.100000000000023,0.03647796447926762,False,True,False
3721,M18580,302.4,311.4,1508,41.2,60,0,0,0,0,0,0,9.0,0.03978777202402386,False,False,True
3722,M18581,302.2,311.2,1544,43.6,63,0,0,0,0,0,0,9.0,0.04080308238142333,False,False,True
3723,L50902,302.2,311.2,1451,41.8,66,0,0,0,0,0,0,9.0,0.045485840464617185,False,True,False
3724,L50903,302.3,311.2,1758,24.4,68,0,0,0,0,0,0,8.899999999999977,0.038680296541355776,False,True,False
3725,M18584,302.3,311.2,1507,47.7,70,0,0,0,0,0,0,8.899999999999977,0.0464498696417587,False,False,True
3726,H33139,302.3,311.1,1543,37.5,73,0,0,0,0,0,0,8.800000000000011,0.047310403557742346,True,False,False
3727,M18586,302.3,311.2,1505,36.7,78,0,0,0,0,0,0,8.899999999999977,0.05182720808823383,False,False,True
3728,L50907,302.3,311.2,1786,24.3,81,0,0,0,0,0,0,8.899999999999977,0.04535271816757101,False,True,False
3729,L50908,302.3,311.3,1457,44.5,83,0,0,0,0,0,0,9.0,0.05696633015351397,False,True,False
3730,M18589,302.4,311.3,1312,61.5,85,0,0,0,0,0,0,8.900000000000034,0.06478653598587196,False,False,True
3731,M18590,302.3,311.2,1405,47.7,88,0,0,0,0,0,0,8.899999999999977,0.06263340737835774,False,False,True
3732,M18591,302.2,311.2,1377,43.0,91,0,0,0,0,0,0,9.0,0.06608564554419351,False,False,True
3733,M18592,302.2,311.2,1347,49.8,94,0,0,0,0,0,0,9.0,0.06978465494828882,False,False,True
3734,L50913,302.2,311.1,1470,39.6,97,0,0,0,0,0,0,8.900000000000034,0.06598634966914989,False,True,False
3735,M18594,302.2,311.2,1873,24.0,99,0,0,0,0,0,0,9.0,0.05285635191865888,False,False,True
3736,M18595,302.2,311.1,1434,58.6,102,0,0,0,0,0,0,8.900000000000034,0.07112965751069909,False,False,True
3737,H33150,302.2,311.1,1628,30.6,105,0,0,0,0,0,0,8.900000000000034,0.06449627487943804,True,False,False
3738,L50917,302.2,311.1,1351,48.6,110,0,0,0,0,0,0,8.900000000000034,0.08142110923678073,False,True,False
3739,M18598,302.3,311.2,1454,43.8,112,0,0,0,0,0,0,8.899999999999977,0.07702883285499804,False,False,True
3740,M18599,302.2,311.2,1663,29.6,115,0,0,0,0,0,0,9.0,0.06915209311359403,False,False,True
3741,L50920,302.3,311.2,1401,49.7,118,0,0,0,0,0,0,8.899999999999977,0.08422549305817768,False,True,False
3742,L50921,302.4,311.3,1503,38.2,120,0,0,0,0,0,0,8.900000000000034,0.07984026624067449,False,True,False
3743,L50922,302.4,311.4,1564,35.0,122,0,0,0,0,0,0,9.0,0.07800506521415268,False,True,False
3744,L50923,302.5,311.4,1759,24.6,124,0,0,0,0,0,0,8.899999999999977,0.07049455912759572,False,True,False
3745,L50924,302.5,311.4,1409,53.1,126,0,0,0,0,0,0,8.899999999999977,0.08942506073452042,False,True,False
3746,L50925,302.6,311.4,1738,25.8,128,0,0,0,0,0,0,8.799999999999955,0.07364782874118024,False,True,False
3747,H33160,302.5,311.3,1393,47.5,130,0,0,0,0,0,0,8.800000000000011,0.09332369467071452,True,False,False
3748,L50927,302.5,311.1,1499,38.8,135,0,0,0,0,0,0,8.600000000000023,0.09005997994664447,False,True,False
3749,L50928,302.5,311.1,1493,39.0,137,0,0,0,0,0,0,8.600000000000023,0.09176149245713834,False,True,False
3750,L50929,302.4,311.1,1652,33.9,139,0,0,0,0,0,0,8.700000000000045,0.08414038490291471,False,True,False
3751,L50930,302.3,311.1,1589,29.9,141,0,0,0,0,0,0,8.800000000000011,0.08873499764946656,False,True,False
3752,L50931,302.4,311.1,1520,42.2,143,0,0,0,0,0,0,8.700000000000045,0.09407888547441745,False,True,False
3753,H33166,302.3,311.1,1455,40.3,145,0,0,0,0,0,0,8.800000000000011,0.09965628889602138,True,False,False
3754,L50933,302.2,311.0,1463,46.8,150,0,0,0,0,0,0,8.800000000000011,0.10252897981614503,False,True,False
3755,L50934,302.3,311.0,1442,43.7,152,0,0,0,0,0,0,8.699999999999989,0.10540908085361939,False,True,False
3756,L50935,302.3,311.0,1329,51.5,154,0,0,0,0,0,0,8.699999999999989,0.11587651175582261,False,True,False
3757,L50936,302.3,311.1,1546,33.1,156,0,0,0,0,0,0,8.800000000000011,0.100905497473805,False,True,False
3758,M18617,302.2,311.1,1516,33.7,158,0,0,0,0,0,0,8.900000000000034,0.10422156713616944,False,False,True
3759,M18618,302.2,311.0,1476,47.4,161,0,0,0,0,0,0,8.800000000000011,0.10907851688447366,False,False,True
3760,L50939,302.3,311.0,1412,47.0,164,0,0,0,0,0,0,8.699999999999989,0.11614722652462711,False,True,False
3761,L50940,302.3,310.9,1377,46.8,166,1,0,1,0,0,0,8.599999999999966,0.12055183692677057,False,True,False
3762,M18621,302.4,311.0,1490,37.1,168,0,0,0,0,0,0,8.600000000000023,0.11275160218013276,False,False,True
3763,M18622,302.3,311.0,1526,37.7,171,0,0,0,0,0,0,8.699999999999989,0.11205759367130166,False,False,True
3764,L50943,302.3,311.0,1428,47.9,174,0,0,0,0,0,0,8.699999999999989,0.12184865416760912,False,True,False
3765,L50944,302.4,311.0,1329,54.6,176,0,0,0,0,0,0,8.600000000000023,0.13243029914951154,False,True,False
3766,M18625,302.4,311.1,1443,51.8,178,0,0,0,0,0,0,8.700000000000045,0.12335403786968963,False,False,True
3767,L50946,302.3,311.1,1373,53.0,181,0,0,0,0,0,0,8.800000000000011,0.13182801760523116,False,True,False
3768,L50947,302.3,311.1,1630,35.6,183,0,0,0,0,0,0,8.800000000000011,0.11226986977308603,False,True,False
3769,L50948,302.2,311.0,1555,34.2,185,0,0,0,0,0,0,8.800000000000011,0.11897098458457583,False,True,False
3770,M18629,302.2,311.0,1436,47.0,187,0,0,0,0,0,0,8.800000000000011,0.13022275054126006,False,False,True
3771,L50950,302.3,311.0,1609,31.0,190,0,0,0,0,0,0,8.699999999999989,0.11808569416675316,False,True,False
3772,M18631,302.3,311.0,1384,49.7,192,0,0,0,0,0,0,8.699999999999989,0.1387282234622663,False,False,True
3773,L50952,302.4,311.1,1448,44.8,195,0,0,0,0,0,0,8.700000000000045,0.1346684152842436,False,True,False
3774,M18633,302.4,311.1,1887,22.4,197,0,0,0,0,0,0,8.700000000000045,0.10439846083812357,False,False,True
3775,M18634,302.4,311.1,1480,45.7,200,0,0,0,0,0,0,8.700000000000045,0.13513504382767308,False,False,True
3776,H33189,302.5,311.1,1850,23.3,203,0,0,0,0,0,0,8.600000000000023,0.10972967041639436,True,False,False
3777,L50956,302.5,311.1,1538,36.8,208,0,0,0,0,0,0,8.600000000000023,0.13524048423895693,False,True,False
3778,M18637,302.4,311.1,1721,30.1,210,0,0,0,0,0,0,8.700000000000045,0.12202200928413173,False,False,True
3779,M18638,302.4,311.1,1366,54.4,0,0,0,0,0,0,0,8.700000000000045,0.0,False,False,True
3780,L50959,302.3,311.0,1657,31.1,3,0,0,0,0,0,0,8.699999999999989,0.0018104998126132693,False,True,False
3781,L50960,302.4,311.1,1446,42.9,5,0,0,0,0,0,0,8.700000000000045,0.0034578122698393707,False,True,False
3782,L50961,302.3,310.8,1465,43.8,7,0,0,0,0,0,0,8.5,0.0047781537350486455,False,True,False
3783,L50962,302.2,310.8,1827,23.8,9,0,0,0,0,0,0,8.600000000000023,0.004926105678103077,False,True,False
3784,H33197,302.2,310.8,1397,47.6,11,0,0,0,0,0,0,8.600000000000023,0.007874010111660622,True,False,False
3785,L50964,302.2,310.8,1744,29.7,16,0,0,0,0,0,0,8.600000000000023,0.009174306666108563,False,True,False
3786,L50965,302.3,310.9,1545,36.7,18,0,0,0,0,0,0,8.599999999999966,0.011650477896130811,False,True,False
3787,L50966,302.3,310.9,1587,36.6,20,0,0,0,0,0,0,8.599999999999966,0.012602386513934144,False,True,False
3788,L50967,302.3,310.8,1377,47.3,22,1,0,1,0,0,0,8.5,0.015976749472222607,False,True,False
3789,L50968,302.3,310.8,1511,48.1,24,0,0,0,0,0,0,8.5,0.01588351033520163,False,True,False
3790,L50969,302.3,310.8,1650,32.4,26,0,0,0,0,0,0,8.5,0.01575756620753563,False,True,False
3791,L50970,302.3,310.9,1412,48.9,28,0,0,0,0,0,0,8.599999999999966,0.019830014284692433,False,True,False
3792,L50971,302.3,311.0,1528,43.1,30,0,0,0,0,0,0,8.699999999999989,0.019633495004257196,False,True,False
3793,L50972,302.3,310.9,1459,35.0,32,0,0,0,0,0,0,8.599999999999966,0.02193281567319008,False,True,False
3794,L50973,302.3,310.9,1379,49.3,34,1,0,1,0,0,0,8.599999999999966,0.02465552961890528,False,True,False
3795,M18654,302.2,310.8,1356,48.3,36,0,0,0,0,0,0,8.600000000000023,0.026548652987719037,False,False,True
3796,M18655,302.1,310.8,1409,41.3,39,0,0,0,0,0,0,8.699999999999989,0.027679185465446794,False,False,True
3797,M18656,302.1,310.8,1504,37.5,42,0,0,0,0,0,0,8.699999999999989,0.02792551334739804,False,False,True
3798,L50977,302.1,310.8,1622,36.8,45,0,0,0,0,0,0,8.699999999999989,0.027743509405974472,False,True,False
3799,L50978,302.1,310.8,1786,25.7,47,0,0,0,0,0,0,8.699999999999989,0.026315774739207872,False,True,False
3800,L50979,302.2,310.9,1506,34.0,49,0,0,0,0,0,0,8.699999999999989,0.032536498979748356,False,True,False
3801,M18660,302.1,310.9,1916,23.1,51,0,0,0,0,0,0,8.799999999999955,0.02661794017852809,False,False,True
3802,M18661,302.2,310.9,1771,27.6,54,0,0,0,0,0,0,8.699999999999989,0.030491230665595333,False,False,True
3803,M18662,302.2,310.9,1488,44.2,57,0,0,0,0,0,0,8.699999999999989,0.038306425869337454,False,False,True
3804,L50983,302.2,310.9,1531,37.5,60,0,0,0,0,0,0,8.699999999999989,0.03919004625078625,False,True,False
3805,L50984,302.3,310.9,1529,33.4,62,0,0,0,0,0,0,8.599999999999966,0.04054935215869709,False,True,False
3806,M18665,302.4,311.0,1580,36.5,64,0,0,0,0,0,0,8.600000000000023,0.040506303477023116,False,False,True
3807,M18666,302.3,310.9,1360,44.0,67,1,0,1,0,0,0,8.599999999999966,0.04926466965833114,False,False,True
3808,M18667,302.3,311.0,1546,35.5,70,0,0,0,0,0,0,8.699999999999989,0.045278107840809934,False,False,True
3809,M18668,302.3,310.9,1762,24.5,73,0,0,0,0,0,0,8.599999999999966,0.041430169449393046,False,False,True
3810,L50989,302.2,310.8,1350,56.6,76,0,0,0,0,0,0,8.600000000000023,0.05629625459536697,False,True,False
3811,M18670,302.2,310.8,1562,38.1,78,0,0,0,0,0,0,8.600000000000023,0.04993594754420772,False,False,True
3812,M18671,302.1,310.7,1608,30.3,81,0,0,0,0,0,0,8.599999999999966,0.05037310300180162,False,False,True
3813,L50992,302.0,310.6,1392,50.0,84,0,0,0,0,0,0,8.600000000000023,0.060344784235068796,False,True,False
3814,L50993,302.0,310.6,1467,44.9,86,0,0,0,0,0,0,8.600000000000023,0.05862300025698687,False,True,False
3815,M18674,302.1,310.6,1326,59.1,88,1,0,1,0,0,0,8.5,0.06636495749249058,False,False,True
3816,L50995,302.2,310.7,1769,24.9,91,0,0,0,0,0,0,8.5,0.05144146328916716,False,True,False
3817,L50996,302.1,310.6,1459,47.6,93,0,0,0,0,0,0,8.5,0.06374224555020867,False,True,False
3818,M18677,302.1,310.6,1421,52.0,95,0,0,0,0,0,0,8.5,0.06685428089072422,False,False,True
3819,L50998,302.1,310.7,1491,42.8,98,0,0,0,0,0,0,8.599999999999966,0.06572765544758186,False,True,False
3820,L50999,302.2,310.7,1567,36.4,100,0,0,0,0,0,0,8.5,0.06381616859210683,False,True,False
3821,L51000,302.3,310.8,1421,41.4,102,0,0,0,0,0,0,8.5,0.07178038579846178,False,True,False
3822,L51001,302.3,310.9,1596,33.5,104,0,0,0,0,0,0,8.599999999999966,0.06516286643930674,False,True,False
3823,M18682,302.4,311.0,1464,44.2,106,0,0,0,0,0,0,8.600000000000023,0.07240432212819527,False,False,True
3824,M18683,302.3,310.9,1581,36.1,109,0,0,0,0,0,0,8.599999999999966,0.06894366290723408,False,False,True
3825,L51004,302.3,310.9,1620,30.3,112,0,0,0,0,0,0,8.599999999999966,0.06913575979274086,False,True,False
3826,H33239,302.2,310.7,1413,48.9,114,0,0,0,0,0,0,8.5,0.08067934842225873,True,False,False
3827,H33240,302.3,310.8,1438,43.8,119,0,0,0,0,0,0,8.5,0.08275376720878498,True,False,False
3828,M18687,302.4,310.9,1469,41.6,124,0,0,0,0,0,0,8.5,0.08441110659557073,False,False,True
3829,M18688,302.3,310.8,1762,27.8,127,0,0,0,0,0,0,8.5,0.07207714411058791,False,False,True
3830,H33243,302.3,310.9,1366,48.4,130,1,0,1,0,0,0,8.599999999999966,0.09516830514765362,True,False,False
3831,L51010,302.3,310.9,1891,22.7,135,0,0,0,0,0,0,8.599999999999966,0.07139076076638776,False,True,False
3832,M18691,302.3,310.9,1742,29.7,137,0,0,0,0,0,0,8.599999999999966,0.07864519021516062,False,False,True
3833,M18692,302.2,310.9,1465,43.5,140,0,0,0,0,0,0,8.699999999999989,0.0955630747009729,False,False,True
3834,M18693,302.3,311.0,1541,36.6,143,0,0,0,0,0,0,8.699999999999989,0.09279682492094425,False,False,True
3835,M18694,302.3,311.1,1295,57.1,146,0,0,0,0,0,0,8.800000000000011,0.11274122568245121,False,False,True
3836,M18695,302.3,311.1,1435,43.1,149,0,0,0,0,0,0,8.800000000000011,0.10383268025597195,False,False,True
3837,L51016,302.4,311.2,1466,43.9,152,0,0,0,0,0,0,8.800000000000011,0.10368342177119934,False,True,False
3838,L51017,302.4,311.2,1450,47.9,154,0,0,0,0,0,0,8.800000000000011,0.1062068233056391,False,True,False
3839,L51018,302.4,311.1,1880,24.5,156,0,0,0,0,0,0,8.700000000000045,0.08297867926665997,False,True,False
3840,M18699,302.3,311.0,1578,33.5,158,0,0,0,0,0,0,8.699999999999989,0.10012667926065953,False,False,True
3841,L51020,302.4,311.0,1610,33.1,161,0,0,0,0,0,0,8.600000000000023,0.09999993788823734,False,True,False
3842,L51021,302.4,311.1,1565,42.8,163,0,0,0,0,0,0,8.700000000000045,0.10415328808096608,False,True,False
3843,L51022,302.5,311.2,1545,40.1,165,0,0,0,0,0,0,8.699999999999989,0.1067960473811991,False,True,False
3844,L51023,302.5,311.2,1227,60.1,167,0,0,0,0,0,0,8.699999999999989,0.13610420855402727,False,True,False
3845,L51024,302.4,311.1,1484,45.9,169,0,0,0,0,0,0,8.700000000000045,0.11388132487781343,False,True,False
3846,L51025,302.3,311.0,1591,32.7,171,0,0,0,0,0,0,8.699999999999989,0.10747950504116591,False,True,False
3847,L51026,302.3,310.9,1403,47.2,173,0,0,0,0,0,0,8.599999999999966,0.12330711097141057,False,True,False
3848,M18707,302.3,311.0,1450,45.7,175,0,0,0,0,0,0,8.699999999999989,0.12068957193822626,False,False,True
3849,L51028,302.3,310.9,1720,28.1,178,0,0,0,0,0,0,8.599999999999966,0.10348831192540005,False,True,False
3850,L51029,302.3,311.0,1561,37.2,180,0,0,0,0,0,0,8.699999999999989,0.11531062440062499,False,True,False
3851,M18710,302.3,311.0,1421,41.3,182,0,0,0,0,0,0,8.699999999999989,0.12807872760117692,False,False,True
3852,H33265,302.2,310.9,1415,48.4,185,0,0,0,0,0,0,8.699999999999989,0.13074195707282185,True,False,False
3853,L51032,302.3,310.9,2034,19.7,190,0,0,0,0,0,0,8.599999999999966,0.09341195014161743,False,True,False
3854,L51033,302.4,311.0,1486,40.4,192,0,0,0,0,0,0,8.600000000000023,0.12920583498934388,False,True,False
3855,L51034,302.4,311.0,1338,67.6,194,1,0,0,1,1,0,8.600000000000023,0.1449924177934097,False,True,False
3856,H33269,302.4,311.1,1578,32.3,196,0,0,0,0,0,0,8.700000000000045,0.12420777933600803,True,False,False
3857,M18716,302.4,311.2,1330,58.6,201,0,0,0,0,0,0,8.800000000000011,0.1511277059190181,False,False,True
3858,H33271,302.4,311.2,1506,40.8,204,0,0,0,0,0,0,8.800000000000011,0.1354580773850748,True,False,False
3859,L51038,302.5,311.4,1559,37.6,209,0,0,0,0,0,0,8.899999999999977,0.1340602090697825,False,True,False
3860,L51039,302.6,311.5,1599,37.0,211,0,0,0,0,0,0,8.899999999999977,0.13195739089594066,False,True,False
3861,L51040,302.6,311.5,1427,38.9,213,0,0,0,0,0,0,8.899999999999977,0.14926408600975052,False,True,False
3862,M18721,302.5,311.5,1481,41.1,215,0,0,0,0,0,0,9.0,0.14517208293579814,False,False,True
3863,H33276,302.5,311.5,1496,43.8,218,0,0,0,0,0,0,9.0,0.145721827726051,True,False,False
3864,L51043,302.5,311.4,1674,27.0,223,0,0,0,0,0,0,8.899999999999977,0.1332137794421867,False,True,False
3865,M18724,302.5,311.4,1629,31.7,225,0,0,0,0,0,0,8.899999999999977,0.13812146217221474,False,False,True
3866,H33279,302.6,311.5,1629,34.4,228,1,1,0,0,0,0,8.899999999999977,0.13996308166784427,True,False,False
3867,L51046,302.6,311.6,1311,53.2,0,0,0,0,0,0,0,9.0,0.0,False,True,False
3868,M18727,302.7,311.6,2709,9.7,2,1,0,0,1,0,0,8.900000000000034,0.000738279535518813,False,False,True
3869,M18728,302.7,311.7,1759,29.9,5,0,0,0,0,0,0,9.0,0.0028425225454675692,False,False,True
3870,L51049,302.7,311.7,1480,45.2,8,0,0,0,0,0,0,9.0,0.005405401753106924,False,True,False
3871,L51050,302.7,311.8,1461,46.1,10,0,0,0,0,0,0,9.100000000000023,0.0068446222829416275,False,True,False
3872,M18731,302.7,311.8,1728,30.0,12,0,0,0,0,0,0,9.100000000000023,0.00694444042567105,False,False,True
3873,L51052,302.7,311.9,1389,46.5,15,0,0,0,0,0,0,9.199999999999989,0.01079912829436408,False,True,False
3874,L51053,302.6,311.8,1638,35.1,17,0,0,0,0,0,0,9.199999999999989,0.010378504042427324,False,True,False
3875,L51054,302.6,311.7,1254,54.1,19,0,0,0,0,0,0,9.099999999999966,0.01515150306897682,False,True,False
3876,L51055,302.6,311.8,1427,50.1,21,0,0,0,0,0,0,9.199999999999989,0.014716177493919066,False,True,False
3877,L51056,302.6,311.8,1627,31.8,23,0,0,0,0,0,0,9.199999999999989,0.014136438760639976,False,True,False
3878,H33291,302.6,311.7,1471,48.3,25,0,0,0,0,0,0,9.099999999999966,0.016995229778905656,True,False,False
3879,L51058,302.6,311.7,1773,27.1,30,0,0,0,0,0,0,9.099999999999966,0.01692046422985661,False,True,False
3880,M18739,302.6,311.7,1430,51.7,32,0,0,0,0,0,0,9.099999999999966,0.022377606728946342,False,False,True
3881,L51060,302.5,311.6,1595,29.5,35,0,0,0,0,0,0,9.100000000000023,0.021943559909993787,False,True,False
3882,L51061,302.5,311.5,1521,44.1,37,0,0,0,0,0,0,9.0,0.024326085255696742,False,True,False
3883,L51062,302.5,311.6,1419,43.7,39,0,0,0,0,0,0,9.100000000000023,0.027484124394556452,False,True,False
3884,M18743,302.4,311.4,1534,40.1,41,0,0,0,0,0,0,9.0,0.026727492354959352,False,False,True
3885,H33298,302.5,311.5,1626,36.0,44,0,0,0,0,0,0,9.0,0.027060253960483418,True,False,False
3886,L51065,302.5,311.5,1677,29.2,49,0,0,0,0,0,0,9.0,0.029218825749060377,False,True,False
3887,L51066,302.4,311.3,1392,50.5,51,0,0,0,0,0,0,8.900000000000034,0.03663790471414891,False,True,False
3888,L51067,302.4,311.2,1448,50.5,53,0,0,0,0,0,0,8.800000000000011,0.03660218466699954,False,True,False
3889,L51068,302.3,311.2,1903,22.9,55,0,0,0,0,0,0,8.899999999999977,0.02890171891659542,False,True,False
3890,L51069,302.4,311.2,1404,52.0,57,0,0,0,0,0,0,8.800000000000011,0.0405982616821498,False,True,False
3891,L51070,302.3,311.2,1386,53.5,59,0,0,0,0,0,0,8.899999999999977,0.04256851185533055,False,True,False
3892,L51071,302.2,311.1,1418,47.0,61,0,0,0,0,0,0,8.900000000000034,0.043018305346752224,False,True,False
3893,M18752,302.3,311.1,1338,53.3,63,0,0,0,0,0,0,8.800000000000011,0.0470851666030145,False,False,True
3894,L51073,302.3,311.2,1549,40.6,66,0,0,0,0,0,0,8.899999999999977,0.042608106773333265,False,True,False
3895,M18754,302.3,311.2,1432,42.7,68,0,0,0,0,0,0,8.899999999999977,0.047486000358938296,False,False,True
3896,M18755,302.3,311.2,1546,40.0,71,0,0,0,0,0,0,8.899999999999977,0.04592493795282151,False,False,True
3897,M18756,302.2,311.2,1627,33.2,74,0,0,0,0,0,0,9.0,0.04548245514292862,False,False,True
3898,M18757,302.2,311.1,1640,32.8,77,0,0,0,0,0,0,8.900000000000034,0.046951190883420195,False,False,True
3899,M18758,302.1,311.1,1423,36.8,80,0,0,0,0,0,0,9.0,0.056219215587339715,False,False,True
3900,M18759,302.1,311.0,1711,28.7,83,0,0,0,0,0,0,8.899999999999977,0.04850961513172698,False,False,True
3901,M18760,302.1,311.1,1450,51.6,86,0,0,0,0,0,0,9.0,0.05931030392392833,False,False,True
3902,H33315,302.2,311.1,1553,34.1,89,0,0,0,0,0,0,8.900000000000034,0.05730839838480465,True,False,False
3903,L51082,302.2,311.1,1630,34.6,94,0,0,0,0,0,0,8.900000000000034,0.05766867627688572,False,True,False
3904,H33317,302.2,311.1,1476,39.6,96,0,0,0,0,0,0,8.900000000000034,0.06504060634105262,True,False,False
3905,H33318,302.2,311.1,1426,50.6,101,0,0,0,0,0,0,8.900000000000034,0.07082743981245455,True,False,False
3906,M18765,302.2,311.2,1561,34.9,106,0,0,0,0,0,0,9.0,0.06790514548036805,False,False,True
3907,L51086,302.3,311.2,1297,62.5,109,0,0,0,0,0,0,8.899999999999977,0.08404002772549905,False,True,False
3908,M18767,302.3,311.2,1842,23.9,111,0,0,0,0,0,0,8.899999999999977,0.06026055360447687,False,False,True
3909,L51088,302.3,311.2,1633,36.4,114,0,0,0,0,0,0,8.899999999999977,0.06981012259024949,False,True,False
3910,H33323,302.3,311.3,1744,30.3,116,0,0,0,0,0,0,9.0,0.06651372332928708,True,False,False
3911,L51090,302.4,311.4,1831,26.9,121,0,0,0,0,0,0,9.0,0.06608407095353853,False,True,False
3912,M18771,302.3,311.3,1339,50.8,123,0,0,0,0,0,0,9.0,0.09185952811088267,False,False,True
3913,L51092,302.4,311.4,1475,40.4,126,0,0,0,0,0,0,9.0,0.08542367089920617,False,True,False
